,Clump,Team,Estimator,accuracy,HV
118,3,Rams,0,0.4761904761904761,H
119,3,Redskins,1,0.3170731707317073,V
120,3,Falcons,3,0.4523809523809524,H
121,3,Cowboys,1,0.4047619047619047,H
122,3,Patriots,6,0.4791666666666667,H
123,3,Bengals,6,0.4390243902439024,V
124,3,Steelers,7,0.3409090909090909,H
125,3,Bills,0,0.4,H
126,3,Vikings,3,0.5,V
127,3,Texans,9,0.4324324324324324,V
128,4,Bears,7,0.425,V
129,4,Colts,12,0.3255813953488372,H
130,4,Panthers,3,0.4285714285714285,V
131,4,49ers,4,0.3809523809523809,V
132,4,Ravens,6,0.4888888888888889,V
133,4,Jaguars,12,0.4634146341463415,H
134,4,Buccaneers,0,0.4146341463414634,V
135,4,Lions,8,0.425,H
136,4,Cardinals,8,0.3902439024390244,V
137,4,Eagles,3,0.3488372093023256,V
138,4,Chargers,2,0.4523809523809524,V
139,4,Seahawks,7,0.3023255813953488,H
140,4,Jets,0,0.3720930232558139,V
141,4,Titans,0,0.3902439024390244,H
142,4,Broncos,3,0.3902439024390244,V
143,4,Dolphins,2,0.4390243902439024,V
144,4,Browns,0,0.5,H
145,4,Raiders,7,0.4634146341463415,V
146,4,Packers,1,0.5,H
147,4,Giants,3,0.4523809523809524,H
148,4,Chiefs,2,0.3902439024390244,V
149,4,Saints,3,0.3809523809523809,V
150,4,Rams,0,0.4761904761904761,H
151,4,Redskins,1,0.3170731707317073,V
152,4,Falcons,3,0.4523809523809524,H
153,4,Cowboys,1,0.4047619047619047,H
154,4,Patriots,6,0.4791666666666667,H
155,4,Bengals,6,0.4390243902439024,V
156,4,Steelers,7,0.3409090909090909,H
157,4,Bills,0,0.4,H
158,4,Vikings,3,0.5,V
159,4,Texans,9,0.4324324324324324,V
160,5,Bears,7,0.425,V
161,5,Colts,12,0.3255813953488372,H
162,5,Panthers,3,0.4285714285714285,V
163,5,49ers,4,0.3809523809523809,V
164,5,Ravens,6,0.4888888888888889,V
165,5,Jaguars,12,0.4634146341463415,H
166,5,Buccaneers,0,0.4146341463414634,V
167,5,Lions,8,0.425,H
168,5,Cardinals,8,0.3902439024390244,V
169,5,Eagles,3,0.3488372093023256,V
170,5,Chargers,2,0.4523809523809524,V
171,5,Seahawks,7,0.3023255813953488,H
172,5,Jets,0,0.3720930232558139,V
173,5,Titans,0,0.3902439024390244,H
174,5,Broncos,3,0.3902439024390244,V
175,5,Dolphins,2,0.4390243902439024,V
176,5,Browns,0,0.5,H
177,5,Raiders,7,0.4634146341463415,V
178,5,Packers,1,0.5,H
179,5,Giants,3,0.4523809523809524,H
180,5,Chiefs,2,0.3902439024390244,V
181,5,Saints,3,0.3809523809523809,V
182,5,Rams,0,0.4761904761904761,H
183,5,Redskins,1,0.3170731707317073,V
184,5,Falcons,3,0.4523809523809524,H
185,5,Cowboys,1,0.4047619047619047,H
186,5,Patriots,6,0.4791666666666667,H
187,5,Bengals,6,0.4390243902439024,V
188,5,Steelers,7,0.3409090909090909,H
189,5,Bills,0,0.4,H
190,5,Vikings,3,0.5,V
191,5,Texans,9,0.4324324324324324,V
192,6,Bears,7,0.425,V
193,6,Colts,12,0.3255813953488372,H
194,6,Panthers,3,0.4285714285714285,V
195,6,49ers,4,0.3809523809523809,V
196,6,Ravens,6,0.4888888888888889,V
197,6,Jaguars,12,0.4634146341463415,H
198,6,Buccaneers,0,0.4146341463414634,V
199,6,Lions,8,0.425,H
200,6,Cardinals,8,0.3902439024390244,V
201,6,Eagles,3,0.3488372093023256,V
202,6,Chargers,2,0.4523809523809524,V
203,6,Seahawks,7,0.3023255813953488,H
204,6,Jets,0,0.3720930232558139,V
205,6,Titans,0,0.3902439024390244,H
206,6,Broncos,3,0.3902439024390244,V
207,6,Dolphins,2,0.4390243902439024,V
208,6,Browns,0,0.5,H
209,6,Raiders,7,0.4634146341463415,V
210,6,Packers,1,0.5,H
211,6,Giants,3,0.4523809523809524,H
212,6,Chiefs,2,0.3902439024390244,V
213,6,Saints,3,0.3809523809523809,V
214,6,Rams,0,0.4761904761904761,H
215,6,Redskins,1,0.3170731707317073,V
216,6,Falcons,3,0.4523809523809524,H
217,6,Cowboys,1,0.4047619047619047,H
218,6,Patriots,6,0.4791666666666667,H
219,6,Bengals,6,0.4390243902439024,V
220,6,Steelers,7,0.3409090909090909,H
221,6,Bills,0,0.4,H
222,6,Vikings,3,0.5,V
223,6,Texans,9,0.4324324324324324,V
224,7,Bears,7,0.425,V
225,7,Colts,12,0.3255813953488372,H
226,7,Panthers,3,0.4285714285714285,V
227,7,49ers,4,0.3809523809523809,V
228,7,Ravens,6,0.4888888888888889,V
229,7,Jaguars,12,0.4634146341463415,H
230,7,Buccaneers,0,0.4146341463414634,V
231,7,Lions,8,0.425,H
232,7,Cardinals,8,0.3902439024390244,V
233,7,Eagles,3,0.3488372093023256,V
234,7,Chargers,2,0.4523809523809524,V
235,7,Seahawks,7,0.3023255813953488,H
236,7,Jets,0,0.3720930232558139,V
237,7,Titans,0,0.3902439024390244,H
238,7,Broncos,3,0.3902439024390244,V
239,7,Dolphins,2,0.4390243902439024,V
240,7,Browns,0,0.5,H
241,7,Raiders,7,0.4634146341463415,V
242,7,Packers,1,0.5,H
243,7,Giants,3,0.4523809523809524,H
244,7,Chiefs,2,0.3902439024390244,V
245,7,Saints,3,0.3809523809523809,V
246,7,Rams,0,0.4761904761904761,H
247,7,Redskins,1,0.3170731707317073,V
248,7,Falcons,3,0.4523809523809524,H
249,7,Cowboys,1,0.4047619047619047,H
250,7,Patriots,6,0.4791666666666667,H
251,7,Bengals,6,0.4390243902439024,V
252,7,Steelers,7,0.3409090909090909,H
253,7,Bills,0,0.4,H
254,7,Vikings,3,0.5,V
255,7,Texans,9,0.4324324324324324,V
256,8,Bears,7,0.425,V
257,8,Colts,12,0.3255813953488372,H
258,8,Panthers,3,0.4285714285714285,V
259,8,49ers,4,0.3809523809523809,V
260,8,Ravens,6,0.4888888888888889,V
261,8,Jaguars,12,0.4634146341463415,H
262,8,Buccaneers,0,0.4146341463414634,V
263,8,Lions,8,0.425,H
264,8,Cardinals,8,0.3902439024390244,V
265,8,Eagles,3,0.3488372093023256,V
266,8,Chargers,2,0.4523809523809524,V
267,8,Seahawks,7,0.3023255813953488,H
268,8,Jets,0,0.3720930232558139,V
269,8,Titans,0,0.3902439024390244,H
270,8,Broncos,3,0.3902439024390244,V
271,8,Dolphins,2,0.4390243902439024,V
272,8,Browns,0,0.5,H
273,8,Raiders,7,0.4634146341463415,V
274,8,Packers,1,0.5,H
275,8,Giants,3,0.4523809523809524,H
276,8,Chiefs,2,0.3902439024390244,V
277,8,Saints,3,0.3809523809523809,V
278,8,Rams,0,0.4761904761904761,H
279,8,Redskins,1,0.3170731707317073,V
280,8,Falcons,3,0.4523809523809524,H
281,8,Cowboys,1,0.4047619047619047,H
282,8,Patriots,6,0.4791666666666667,H
283,8,Bengals,6,0.4390243902439024,V
284,8,Steelers,7,0.3409090909090909,H
285,8,Bills,0,0.4,H
286,8,Vikings,3,0.5,V
287,8,Texans,9,0.4324324324324324,V
288,9,Bears,7,0.425,V
289,9,Colts,12,0.3255813953488372,H
290,9,Panthers,3,0.4285714285714285,V
291,9,49ers,4,0.3809523809523809,V
292,9,Ravens,6,0.4888888888888889,V
293,9,Jaguars,12,0.4634146341463415,H
294,9,Buccaneers,0,0.4146341463414634,V
295,9,Lions,8,0.425,H
296,9,Cardinals,8,0.3902439024390244,V
297,9,Eagles,3,0.3488372093023256,V
298,9,Chargers,2,0.4523809523809524,V
299,9,Seahawks,7,0.3023255813953488,H
300,9,Jets,0,0.3720930232558139,V
301,9,Titans,0,0.3902439024390244,H
302,9,Broncos,3,0.3902439024390244,V
303,9,Dolphins,2,0.4390243902439024,V
304,9,Browns,0,0.5,H
305,9,Raiders,7,0.4634146341463415,V
306,9,Packers,1,0.5,H
307,9,Giants,3,0.4523809523809524,H
308,9,Chiefs,2,0.3902439024390244,V
309,9,Saints,3,0.3809523809523809,V
310,9,Rams,0,0.4761904761904761,H
311,9,Redskins,1,0.3170731707317073,V
312,9,Falcons,3,0.4523809523809524,H
313,9,Cowboys,1,0.4047619047619047,H
314,9,Patriots,6,0.4791666666666667,H
315,9,Bengals,6,0.4390243902439024,V
316,9,Steelers,7,0.3409090909090909,H
317,9,Bills,0,0.4,H
318,9,Vikings,3,0.5,V
319,9,Texans,9,0.4324324324324324,V
320,10,Bears,7,0.425,V
321,10,Colts,12,0.3255813953488372,H
322,10,Panthers,3,0.4285714285714285,V
323,10,49ers,4,0.3809523809523809,V
324,10,Ravens,6,0.4888888888888889,V
325,10,Jaguars,12,0.4634146341463415,H
326,10,Buccaneers,0,0.4146341463414634,V
327,10,Lions,8,0.425,H
328,10,Cardinals,8,0.3902439024390244,V
329,10,Eagles,3,0.3488372093023256,V
330,10,Chargers,2,0.4523809523809524,V
331,10,Seahawks,7,0.3023255813953488,H
332,10,Jets,0,0.3720930232558139,V
333,10,Titans,0,0.3902439024390244,H
334,10,Broncos,3,0.3902439024390244,V
335,10,Dolphins,2,0.4390243902439024,V
336,10,Browns,0,0.5,H
337,10,Raiders,7,0.4634146341463415,V
338,10,Packers,1,0.5,H
339,10,Giants,3,0.4523809523809524,H
340,10,Chiefs,2,0.3902439024390244,V
341,10,Saints,3,0.3809523809523809,V
342,10,Rams,0,0.4761904761904761,H
343,10,Redskins,1,0.3170731707317073,V
344,10,Falcons,3,0.4523809523809524,H
345,10,Cowboys,1,0.4047619047619047,H
346,10,Patriots,6,0.4791666666666667,H
347,10,Bengals,6,0.4390243902439024,V
348,10,Steelers,7,0.3409090909090909,H
349,10,Bills,0,0.4,H
350,10,Vikings,3,0.5,V
351,10,Texans,9,0.4324324324324324,V
352,11,Bears,7,0.425,V
353,11,Colts,12,0.3255813953488372,H
354,11,Panthers,3,0.4285714285714285,V
355,11,49ers,4,0.3809523809523809,V
356,11,Ravens,6,0.4888888888888889,V
357,11,Jaguars,12,0.4634146341463415,H
358,11,Buccaneers,0,0.4146341463414634,V
359,11,Lions,8,0.425,H
360,11,Cardinals,8,0.3902439024390244,V
361,11,Eagles,3,0.3488372093023256,V
362,11,Chargers,2,0.4523809523809524,V
363,11,Seahawks,7,0.3023255813953488,H
364,11,Jets,0,0.3720930232558139,V
365,11,Titans,0,0.3902439024390244,H
366,11,Broncos,3,0.3902439024390244,V
367,11,Dolphins,2,0.4390243902439024,V
368,11,Browns,0,0.5,H
369,11,Raiders,7,0.4634146341463415,V
370,11,Packers,1,0.5,H
371,11,Giants,3,0.4523809523809524,H
372,11,Chiefs,2,0.3902439024390244,V
373,11,Saints,3,0.3809523809523809,V
374,11,Rams,0,0.4761904761904761,H
375,11,Redskins,1,0.3170731707317073,V
376,11,Falcons,3,0.4523809523809524,H
377,11,Cowboys,1,0.4047619047619047,H
378,11,Patriots,6,0.4791666666666667,H
379,11,Bengals,6,0.4390243902439024,V
380,11,Steelers,7,0.3409090909090909,H
381,11,Bills,0,0.4,H
382,11,Vikings,3,0.5,V
383,11,Texans,9,0.4324324324324324,V
384,12,Bears,7,0.425,V
385,12,Colts,12,0.3255813953488372,H
386,12,Panthers,3,0.4285714285714285,V
387,12,49ers,4,0.3809523809523809,V
388,12,Ravens,6,0.4888888888888889,V
389,12,Jaguars,12,0.4634146341463415,H
390,12,Buccaneers,0,0.4146341463414634,V
391,12,Lions,8,0.425,H
392,12,Cardinals,8,0.3902439024390244,V
393,12,Eagles,3,0.3488372093023256,V
394,12,Chargers,2,0.4523809523809524,V
395,12,Seahawks,7,0.3023255813953488,H
396,12,Jets,0,0.3720930232558139,V
397,12,Titans,0,0.3902439024390244,H
398,12,Broncos,3,0.3902439024390244,V
399,12,Dolphins,2,0.4390243902439024,V
400,12,Browns,0,0.5,H
401,12,Raiders,7,0.4634146341463415,V
402,12,Packers,1,0.5,H
403,12,Giants,3,0.4523809523809524,H
404,12,Chiefs,2,0.3902439024390244,V
405,12,Saints,3,0.3809523809523809,V
406,12,Rams,0,0.4761904761904761,H
407,12,Redskins,1,0.3170731707317073,V
408,12,Falcons,3,0.4523809523809524,H
409,12,Cowboys,1,0.4047619047619047,H
410,12,Patriots,6,0.4791666666666667,H
411,12,Bengals,6,0.4390243902439024,V
412,12,Steelers,7,0.3409090909090909,H
413,12,Bills,0,0.4,H
414,12,Vikings,3,0.5,V
415,12,Texans,9,0.4324324324324324,V
416,13,Bears,7,0.425,V
417,13,Colts,12,0.3255813953488372,H
418,13,Panthers,3,0.4285714285714285,V
419,13,49ers,4,0.3809523809523809,V
420,13,Ravens,6,0.4888888888888889,V
421,13,Jaguars,12,0.4634146341463415,H
422,13,Buccaneers,0,0.4146341463414634,V
423,13,Lions,8,0.425,H
424,13,Cardinals,8,0.3902439024390244,V
425,13,Eagles,3,0.3488372093023256,V
426,13,Chargers,2,0.4523809523809524,V
427,13,Seahawks,7,0.3023255813953488,H
428,13,Jets,0,0.3720930232558139,V
429,13,Titans,0,0.3902439024390244,H
430,13,Broncos,3,0.3902439024390244,V
431,13,Dolphins,2,0.4390243902439024,V
432,13,Browns,0,0.5,H
433,13,Raiders,7,0.4634146341463415,V
434,13,Packers,1,0.5,H
435,13,Giants,3,0.4523809523809524,H
436,13,Chiefs,2,0.3902439024390244,V
437,13,Saints,3,0.3809523809523809,V
438,13,Rams,0,0.4761904761904761,H
439,13,Redskins,1,0.3170731707317073,V
440,13,Falcons,3,0.4523809523809524,H
441,13,Cowboys,1,0.4047619047619047,H
442,13,Patriots,6,0.4791666666666667,H
443,13,Bengals,6,0.4390243902439024,V
444,13,Steelers,7,0.3409090909090909,H
445,13,Bills,0,0.4,H
446,13,Vikings,3,0.5,V
447,13,Texans,9,0.4324324324324324,V
448,14,Bears,7,0.425,V
449,14,Colts,12,0.3255813953488372,H
450,14,Panthers,3,0.4285714285714285,V
451,14,49ers,4,0.3809523809523809,V
452,14,Ravens,6,0.4888888888888889,V
453,14,Jaguars,12,0.4634146341463415,H
454,14,Buccaneers,0,0.4146341463414634,V
455,14,Lions,8,0.425,H
456,14,Cardinals,8,0.3902439024390244,V
457,14,Eagles,3,0.3488372093023256,V
458,14,Chargers,2,0.4523809523809524,V
459,14,Seahawks,7,0.3023255813953488,H
460,14,Jets,0,0.3720930232558139,V
461,14,Titans,0,0.3902439024390244,H
462,14,Broncos,3,0.3902439024390244,V
463,14,Dolphins,2,0.4390243902439024,V
464,14,Browns,0,0.5,H
465,14,Raiders,7,0.4634146341463415,V
466,14,Packers,1,0.5,H
467,14,Giants,3,0.4523809523809524,H
468,14,Chiefs,2,0.3902439024390244,V
469,14,Saints,3,0.3809523809523809,V
470,14,Rams,0,0.4761904761904761,H
471,14,Redskins,1,0.3170731707317073,V
472,14,Falcons,3,0.4523809523809524,H
473,14,Cowboys,1,0.4047619047619047,H
474,14,Patriots,6,0.4791666666666667,H
475,14,Bengals,6,0.4390243902439024,V
476,14,Steelers,7,0.3409090909090909,H
477,14,Bills,0,0.4,H
478,14,Vikings,3,0.5,V
479,14,Texans,9,0.4324324324324324,V
